Question ID,Question Text,Review,Score,Score Binary,Score Combined
Q94,Explain what information gain and entropy are in the context of a decision tree and walk through a numerical...,Relevant for understanding model decision-making,3,0,3
Q95,What is L1 and L2 regularization? What are the differences between the two?,Essential for model optimization techniques,4,1,6
Q96,Describe gradient descent and the motivations behind stochastic gradient descent.,Important for understanding model training methods,4,0,4
Q97,Assume we have a classifier that produces a score between 0 and 1 for the probability of a particular loan...,Tests understanding of model evaluation metrics,4,0,4
Q98,Say X is a univariate Gaussian random variable. What is the entropy of X?,Tests information theory knowledge but not directly relevant,2,0,2
Q99,How would you build a model to calculate a customers propensity to buy a particular item? What are some...,Tests practical business application of modeling,4,0,4
Q100,Compare and contrast Gaussian Naive Bayes (GNB) and logistic regression. When would you use one over...,Important for model selection decisions,4,0,4
Q101,What loss function is used in k-means clustering...,Less relevant as job focuses on business analytics rather than ML algorithm details,2,0,2
Q102,Describe the kernel trick in SVMs...,Not aligned with core job requirements focusing on business analytics,1,0,1
Q103,Say we have N observations for some variable...,Relevant to statistical analysis requirements but too theoretical,2,1,4
Q104,Say we are using a Gaussian mixture model (GMM) for anomaly detection...,Aligns with data analysis needs but too specialized,2,0,2
Q105,Walk me through how you'd build a model to predict whether a particular Robinhood user will churn?,Directly relevant to business analysis and modeling requirements,4,0,4
Q106,Suppose you are running a linear regression...,Relevant to statistical analysis requirements but too theoretical,2,1,4
Q107,Describe the idea behind Principle Components Analysis...,Not directly relevant to job's business analytics focus,1,0,1
Q108,Describe the model formulation behind logistic regression...,Related to statistical requirements but too theoretical,2,0,2
Q109,How would you approach creating a music recommendation algorithm...,Tests practical data analysis and business problem solving,3,0,3
Q110,Derive the variance-covariance matrix...,Too theoretical for job's practical focus,1,0,1
Q111,Assume you have the below events table...,Directly tests SQL skills and business metrics analysis,4,1,6
Q112,Assume you are given the tables below containing information on trades...,Tests required SQL analysis skills for business insights,4,1,6
Q113,Assume that you are given the table below containing information on viewership...,Relevant SQL skills test for data analysis,4,1,6
Q114,Assume you are given the table below for spending activity...,Directly tests SQL and business analysis skills,4,1,6
Q115,Assume that you are given the table below containing information on various orders...,Tests SQL and data analysis capabilities,4,1,6
Q116,Assume you are given the table below containing information on tweets...,Tests SQL querying and data aggregation skills,3,0,3
Q117,Assume you are given the table below containing information on user purchases...,Tests SQL analysis and business metrics,4,0,4
Q118,Assume you are given the table below that shows the job postings...,Relevant SQL query skills assessment,3,0,3
Q119,Assume you are given the table below on user transactions...,Tests SQL and data analysis capabilities,4,0,4
Q120,Assume you are given the table below containing information on each user's tweets...,Tests advanced SQL skills relevant to role,4,0,4
Q121,Assume you are given the table below on transactions...,Tests SQL querying skills required for role,3,0,3
Q122,Assume you are given the table below containing information on customer spend...,Directly tests required SQL analysis skills,4,1,6
Q123,Assume you are given the below table on transactions from users...,Tests SQL and business analysis capabilities,4,0,4
Q124,What is a database view?,Tests fundamental database knowledge needed for role,3,1,5
Q125,Say you have a database system where most of the queries...,Tests practical database optimization knowledge,4,1,6
Q126,What is a primary key?,Basic but relevant database knowledge question,3,0,3
Q127,Describe some advantages and disadvantages of relational databases vs. NoSQL...,Directly relevant to job requirements,4,1,6
Q128,Say you want to set up a MapReduce job...,Relevant to data processing requirements,3,0,3
Q129,Name one major similarity and difference between a WHERE clause...,Tests SQL fundamentals needed for role,3,0,3
Q130,Describe what a foreign key is...,Basic but necessary database knowledge question,3,0,3
Q131,Describe what a clustered index and a non-clustered index are...,Tests relevant database optimization knowledge,3,0,3
Q132,Assume you are given the two tables below containing information on the topics...,Tests complex SQL analysis skills,4,0,4
Q133,Assume you have the tables below containing information on user actions...,Tests required SQL analysis capabilities,4,0,4
Q134,Assume you are given the tables below containing information on user session activity...,Tests SQL and data analysis skills,4,0,4
Q135,Assume you are given the tables below containing information on Snapchat users...,Tests complex SQL analysis capabilities,4,0,4
Q136,Assume you are given the table below containing information on user sessions...,Tests advanced SQL skills needed for role,4,0,4
Q137,Assume you are given the table below containing information on user reviews...,Tests SQL analysis and business metrics,4,0,4
Q138,Assume you are given the table below containing measurement values...,Tests SQL data processing skills,3,0,3
Q139,Assume you are given the two tables below containing information on user signups...,Tests SQL analysis capabilities,4,0,4
Q140,Assume you are given the following tables on customer transactions...,Tests complex SQL analysis skills,4,0,4
Q141,Assume you have the table given below containing information on user logins...,Tests SQL and business metrics analysis,4,0,4
Q142,Assume you are given the table below containing information on user transactions...,Tests advanced SQL analysis skills,4,0,4
Q143,Assume you are given the table below containing information on user transactions...,Tests SQL and business metrics analysis,4,0,4
Q144,Say you had the entire Facebook social graph...,Tests distributed computing knowledge,3,0,3
Q145,Assume you are tasked with designing a large-scale system...,Tests system design knowledge relevant to role,4,1,6
Q146,Given two arrays write a function to get the intersection...,Tests basic Python programming skills,3,0,3
Q147,Given an integer array return the maximum product...,Tests Python programming capabilities,3,0,3
Q148,Given a list of coordinates write a function...,Tests Python and algorithm implementation,3,0,3
Q149,Say you have an n-by-n matrix of elements...,Tests Python programming skills,3,0,3
Q150,Given an integer array find the sum of the largest contiguous subarray...,Tests Python implementation skills,3,0,3
Q151,Given a binary tree write a function to determine whether the tree is a mirror image of itself,Basic algorithm question tests coding but not directly relevant to data analysis role,1,0,1
Q152,Given an array of positive integers a peak element is greater than its neighbors,Tests basic array manipulation but not relevant to data analysis requirements,1,0,1
Q153,Given two lists X and Y return their correlation,Directly tests statistical analysis knowledge required for role,4,1,6
Q154,Given a binary tree write a function to determine the diameter of the tree,Basic tree algorithm question not relevant to data analysis role,1,0,1
Q155,Given a target number generate a random sample of n integers that sum to that target,Tests statistical sampling and distribution knowledge relevant to role,3,0,3
Q156,You have the entire social graph of Facebook users with nodes representing users,Tests graph analysis but not directly relevant to data analytics role,2,0,2
Q157,Given two strings A and B write a function to return a list of all the start indices,String manipulation question not relevant to data analysis role,1,0,1
Q158,You are given an array of intervals where each interval is represented by a start time,Algorithm question not directly relevant to data analysis role,1,0,1
Q159,Given an array of strings return a list of lists where each list contains anagrams,Basic algorithm question not relevant to data analysis tasks,1,0,1
Q160,Say that there are n people If person A is friends with person B,Graph analysis question somewhat relevant to data modeling but not core requirement,2,0,2
Q161,Given a linked list return the head of the same linked list but with k-th node,Basic data structure question not relevant to role,1,0,1
Q162,Estimate π using a Monte Carlo method,Tests statistical simulation knowledge relevant to role,4,1,6
Q163,Given a string with lowercase letters and left and right parentheses,String manipulation not relevant to data analysis role,1,0,1
Q164,Given a list of one or more distinct integers write a function to generate permutations,Basic algorithm not relevant to analysis role,1,0,1
Q165,Given a list of several categories sample from the list according to weights,Tests statistical sampling knowledge relevant to role,4,1,6
Q166,Given two arrays with integers return the maximum length of a common subarray,Basic algorithm not relevant to analysis requirements,1,0,1
Q167,Given a list of positive integers return the maximum increasing subsequence sum,Algorithm question not relevant to data analysis role,1,0,1
Q168,Given a positive integer n find the smallest number of perfect squares,Mathematical algorithm not relevant to data analysis role,1,0,1
Q169,Given an integer n and an integer k output a list of all combinations,Basic combinatorics not directly relevant to role,2,0,2
Q170,Given a string with left and right parentheses write a function to determine,String manipulation not relevant to analysis role,1,0,1
Q171,Given an m-by-n matrix with positive integers determine the longest path,Algorithm question not relevant to analysis role,1,0,1
Q172,Given a number n return the number of lists of consecutive positive integers,Mathematical algorithm not relevant to analysis role,1,0,1
Q173,Given a continuous stream of integers write a class with functions,Data streaming relevant to role but too basic,2,1,4
Q174,Given an input string and a regex write a function that checks whether regex matches,String processing not relevant to analysis role,1,0,1
Q175,A fire department wants to build a new fire station in a location,Optimization problem somewhat relevant to analysis role,3,0,3
Q176,Imagine the social graphs for both Facebook and Twitter How do they differ,Tests data analysis and metrics knowledge relevant to role,4,1,6
Q177,Why does surge pricing exist What metrics would you track,Analytics and metrics assessment relevant to role,4,0,4
Q178,What factors might make A/B testing metrics on the Airbnb platform difficult,Tests experimentation knowledge relevant to role,4,1,6
Q179,We currently pay the Mozilla foundation 9 figures per year,Business analysis relevant but not core to technical role,2,0,2
Q180,Assume you were working on LinkedIns Feed What metrics would you use,Metrics and analysis directly relevant to role,4,0,4
Q181,Your team is trying to figure out whether a new rider app with extra UI features,A/B testing methodology relevant to role,4,0,4
Q182,If you were to plot the average revenue per seller on the Amazon marketplace,Data distribution analysis relevant to role,4,1,6
Q183,Besides posts Facebook is legally obligated to remove what other types,Feature analysis relevant but not core to role,2,0,2
Q184,The Amazon books team finds that books with more complete author profiles sell more,Data analysis and causation relevant to role,4,0,4
Q185,Lets say Snapchat saw an overall 5% decrease in daily active users,Data analysis and troubleshooting relevant to role,4,0,4
Q186,Say you ship a new search ranking algorithm on Pinterest,Metrics and impact analysis relevant to role,4,0,4
Q187,Say a given category such as sci-fi TV shows has less total watch time,Data analysis and segmentation relevant to role,4,0,4
Q188,Say you have data on millions of Apple customers and their purchases,Customer segmentation analysis relevant to role,4,1,6
Q189,If 70% of Facebook users on iOS also use Instagram but only 50% on Android,Data analysis and hypothesis testing relevant to role,4,0,4
Q190,How would you assess the stickiness of the Capital One Quicksilver credit card,Product metrics analysis relevant to role,4,0,4
Q191,Say you worked on YouTube Premium which is an ad-free version of YouTube,Pricing analysis somewhat relevant to role,3,0,3
Q192,Should Twitter add Facebook-style emoji reactions to tweets,Product analysis relevant but not core to role,2,0,2
Q193,What metrics would you use to measure user engagement at Slack,Metrics definition and analysis relevant to role,4,0,4
Q194,Say you wanted to estimate the physical store sales for a publicly traded retail,Data modeling and prediction relevant to role,4,1,6
Q195,Assume that you are designing a system whose purpose is to recommend shows,Recommendation system relevant to role,4,0,4
Q196,Assume that you are modeling the yearly revenue of new property being listed,Feature engineering and modeling relevant to role,4,0,4
Q197,How would you build an algorithm to price products sold physically at Walmart,Pricing algorithm development relevant to role,4,0,4
Q198,Assume that you want to help a major hotel chain analyze what people say,Text analysis and sentiment analysis relevant to role,4,0,4
Q199,Suppose you are to build out Facebooks friend recommendation product,Recommendation system development relevant to role,4,0,4
Q200,Assume you are working on a loan approval model for small businesses,Model evaluation and metrics relevant to role,4,1,6
