Question ID,Question Text,Review,Score,Score Binary,Score Combined
Q112,Assume you are given the tables below containing information on trades and users.,Tests SQL skills but less relevant to platform metrics,3,1,5
Q113,Assume that you are given the table below containing information on viewership by device type,Good test of product analytics SQL skills,4,1,6
Q114,Assume you are given the table below for spending activity by product type.,Tests SQL skills for tracking metrics over time,4,1,6
Q115,Assume that you are given the table below containing information on various orders,Basic SQL aggregation relevant but not platform-specific,3,1,5
Q116,Assume you are given the table below containing information on tweets.,Directly relevant to role's platform analysis needs,4,1,6
Q117,Assume you are given the table below containing information on user purchases.,Tests SQL skills for user behavior analysis,4,1,6
Q118,Assume you are given the table below that shows the job postings,Basic SQL skills but not directly relevant to platform,2,1,4
Q119,Assume you are given the table below on user transactions.,Tests SQL for user analysis but not platform-specific,3,1,5
Q120,Assume you are given the table below containing information on each user's tweets,Highly relevant to role's platform analytics needs,4,1,6
Q121,Assume you are given the table below on transactions made by users.,Basic SQL skills test but not platform-focused,2,1,4
Q122,Assume you are given the table below containing information on customer spend,Complex SQL relevant for product analysis,3,1,5
Q123,Assume you are given the below table on transactions from users.,Tests SQL aggregation for user behavior analysis,3,1,5
Q124,What is a database view?,Tests basic database knowledge needed for role,3,1,5
Q125,Say you have a database system where most of the queries made were UPDATEs/INSERTs/DELETEs.,Important for understanding query optimization,3,1,5
Q126,What is a primary key?,Basic database knowledge relevant but too basic,2,0,2
Q127,Describe some advantages and disadvantages of relational databases vs. NoSQL databases.,Important for data infrastructure decisions,4,1,6
Q128,Say you want to set up a MapReduce job to implement a shuffle operator,Tests large-scale data processing knowledge,4,0,4
Q129,Name one major similarity and difference between a WHERE clause and a HAVING clause in SQL.,Basic SQL knowledge but too fundamental,2,0,2
Q130,Describe what a foreign key is,Too basic for required level,1,0,1
Q131,Describe what a clustered index and a non-clustered index are.,Important for query optimization knowledge,3,0,3
Q132,Assume you are given the two tables below containing information on the topics,Directly relevant to platform analysis needs,4,1,6
Q133,Assume you have the tables below containing information on user actions.,Perfect match for user engagement analysis needs,4,1,6
Q134,Assume you are given the tables below containing information on user session activity.,Excellent test of session analysis capabilities,4,1,6
Q135,Assume you are given the tables below containing information on Snapchat users,Good test of user behavior analysis,3,1,5
Q136,Assume you are given the table below containing information on user sessions,Complex analysis relevant to platform needs,4,1,6
Q137,Assume you are given the table below containing information on user reviews.,Good test of aggregation for platform metrics,3,1,5
Q138,Assume you are given the table below containing measurement values,Basic SQL skills but not platform-focused,2,1,4
Q139,Assume you are given the two tables below containing information on user signups,Relevant for conversion analysis,4,1,6
Q140,Assume you are given the following tables on customer transactions and products.,Complex analysis but not platform-specific,3,1,5
Q141,Assume you have the table given below containing information on user logins.,Perfect for user engagement analysis,4,1,6
Q142,Assume you are given the table below containing information on user transactions,Good for growth metrics analysis,4,1,6
Q143,Assume you are given the table below containing information on user transactions,Relevant for financial metrics tracking,3,1,5
Q144,Say you had the entire Facebook social graph,Tests large-scale data processing capabilities,4,0,4
Q145,Assume you are tasked with designing a large-scale system,Directly relevant to system design needs,4,1,6
Q146,Given two arrays write a function to get the intersection,Basic coding not directly relevant,2,0,2
Q147,Given an integer array return the maximum product,Too algorithmic for role needs,1,0,1
Q148,Given a list of coordinates write a function to find the k closest points,Algorithm knowledge but not role-specific,2,1,4
Q149,Say you have an n-by-n matrix of elements,Pure algorithm question not relevant to role,1,0,1
Q150,Given an integer array find the sum of the largest contiguous subarray,Algorithm focus not aligned with role needs,1,0,1
Q151,Given a binary tree write a function to determine whether the tree is a mirror image of itself...,Tests algorithmic skills but not directly relevant to data science role,1,0,1
Q152,Given an array of positive integers a peak element is greater than its neighbors...,Basic algorithmic question not aligned with core DS requirements,1,0,1
Q153,Given two lists X and Y return their correlation,Directly tests statistical knowledge relevant for analytics role,4,1,6
Q154,Given a binary tree write a function to determine the diameter of the tree...,Not relevant to data science core responsibilities,1,0,1
Q155,Given a target number generate a random sample of n integers that sum to that target...,Tests statistical sampling knowledge relevant for analysis,3,1,5
Q156,You have the entire social graph of Facebook users with nodes representing users...,Tests graph analysis relevant for user behavior analysis,4,0,4
Q157,Given two strings A and B write a function to return a list of all the start indices...,Not relevant to data science requirements,1,0,1
Q158,You are given an array of intervals where each interval is represented by a start time...,Not directly relevant to role requirements,1,0,1
Q159,Given an array of strings return a list of lists where each list contains...,Basic algorithmic question not aligned with role,1,0,1
Q160,Say that there are n people. If person A is friends with person B...,Tests graph analysis relevant for user behavior study,4,0,4
Q161,Given a linked list return the head of the same linked list but with k-th node...,Not relevant to data science role,1,0,1
Q162,Estimate π using a Monte Carlo method...,Tests statistical simulation skills relevant for analysis,3,1,5
Q163,Given a string with lowercase letters and left and right parentheses...,Not relevant to data science requirements,1,0,1
Q164,Given a list of one or more distinct integers write a function to generate all permutations...,Not relevant to core DS skills,1,0,1
Q165,Given a list of several categories sample from the list according to relative weighting...,Tests statistical sampling knowledge needed for analysis,4,1,6
Q166,Given two arrays with integers return the maximum length of a common subarray...,Not relevant to data science role,1,0,1
Q167,Given a list of positive integers return the maximum increasing subsequence sum...,Not aligned with core DS requirements,1,0,1
Q168,Given a positive integer n find the smallest number of perfect squares...,Not relevant to data science role,1,0,1
Q169,Given an integer n and an integer k output a list of all of the combinations...,Basic algorithmic question not relevant to role,1,0,1
Q170,Given a string with left and right parentheses write a function to determine...,Not relevant to data science requirements,1,0,1
Q171,Given an m-by-n matrix with positive integers determine the length of the longest path...,Not aligned with core DS requirements,1,0,1
Q172,Given a number n return the number of lists of consecutive positive integers...,Not relevant to data science role,1,0,1
Q173,Given a continuous stream of integers write a class with functions...,Tests real-time analysis skills relevant for metrics,3,1,5
Q174,Given an input string and a regex write a function that checks whether the regex matches...,Not relevant to role requirements,1,0,1
Q175,A fire department wants to build a new fire station in a location...,Tests optimization skills relevant for analytics,3,0,3
Q176,Imagine the social graphs for both Facebook and Twitter. How do they differ?,Directly tests product analytics and metrics skills,4,1,6
Q177,Why does surge pricing exist? What metrics would you track...,Tests metrics development and analysis capabilities,4,1,6
Q178,What factors might make A/B testing metrics on the Airbnb platform difficult?,Directly relevant to A/B testing responsibilities,4,1,6
Q179,We currently pay the Mozilla foundation 9 figures per year...,Tests business analysis and metrics evaluation,3,1,5
Q180,Assume you were working on LinkedIn's Feed. What metrics would you use...,Directly tests metrics and product analysis skills,4,1,6
Q181,Your team is trying to figure out whether a new rider app with extra UI features...,Tests A/B testing knowledge and methodology,4,1,6
Q182,If you were to plot the average revenue per seller on the Amazon marketplace...,Tests data analysis and distribution understanding,4,1,6
Q183,Besides posts Facebook is legally obligated to remove what other types...,Tests product analysis and feature development,3,1,5
Q184,The Amazon books team finds that books with more complete author profiles sell more...,Tests analytical thinking and causation analysis,4,1,6
Q185,Let's say Snapchat saw an overall 5% decrease in daily active users...,Tests metrics analysis and problem solving,4,1,6
Q186,Say you ship a new search ranking algorithm on Pinterest...,Directly tests metrics development and evaluation,4,1,6
Q187,Say a given category such as sci-fi TV shows has less total watch time...,Tests metrics analysis and user behavior understanding,4,1,6
Q188,Say you have data on millions of Apple customers and their purchases...,Tests customer segmentation and analysis skills,4,1,6
Q189,If 70% of Facebook users on iOS also use Instagram but only 50%...,Tests data analysis and hypothesis testing,4,1,6
Q190,How would you assess the stickiness of the Capital One Quicksilver credit card?,Tests user engagement analysis skills,3,1,5
Q191,Say you worked on YouTube Premium which is an ad-free version of YouTube...,Tests product strategy and metrics analysis,3,1,5
Q192,Should Twitter add Facebook-style emoji reactions to tweets?,Directly relevant to product development role,4,1,6
Q193,What metrics would you use to measure user engagement at Slack?,Tests metrics development and analysis skills,4,1,6
Q194,Say you wanted to estimate the physical store sales for a publicly traded retail chain...,Tests predictive modeling skills,4,1,6
Q195,Assume that you are designing a system whose purpose is to recommend...,Tests recommendation system development skills,4,1,6
Q196,Assume that you are modeling the yearly revenue of new property being listed...,Tests feature engineering and modeling skills,4,1,6
Q197,How would you build an algorithm to price products sold physically at Walmart stores?,Tests modeling and optimization skills,4,1,6
Q198,Assume that you want to help a major hotel chain analyze what people say...,Tests NLP and social media analysis skills,4,1,6
Q199,Suppose you are to build out Facebook's friend recommendation product...,Tests recommendation systems and graph analysis,4,1,6
Q200,Assume you are working on a loan approval model for small businesses...,Tests model evaluation and metrics skills,4,1,6
