Question ID,Question Text,Review,Score,Score Binary,Score Combined
Q108,Describe the model formulation behind logistic regression,Tests fundamental ML modeling required for role,4,0,4
Q109,How would you approach creating a music recommendation algorithm,Tests practical ML system design but not specific to job context,3,0,3
Q110,Derive the variance-covariance matrix,Tests statistical knowledge but overly theoretical for role,2,0,2
Q111,Write a query to get the clickthrough rate per app,Tests SQL skills needed for data analysis,4,1,6
Q112,Write a query to list the top three cities,Tests SQL aggregation skills needed for role,4,1,6
Q113,Write a query to compare the viewership on laptops,Tests SQL analysis capabilities required for role,4,1,6
Q114,Write a query to calculate the cumulative spend,Tests advanced SQL skills needed for analytics,4,1,6
Q115,Write a query to obtain the names of the ten customers,Tests complex SQL querying needed for role,4,0,4
Q116,Write a query to obtain a histogram of tweets,Tests SQL data aggregation skills required for role,4,0,4
Q117,Write a query to obtain the number of people who purchased,Tests SQL analysis capabilities for complex scenarios,4,0,4
Q118,Write a query to get the total number of companies,Tests SQL deduplication and analysis skills,4,0,4
Q119,Write a query to obtain the list of customers whose first,Tests SQL temporal analysis skills needed for role,4,0,4
Q120,Calculate the 7-day rolling average of tweets,Tests advanced SQL analytics capabilities required,4,1,6
Q121,Write a query to obtain the third transaction,Tests SQL ranking and filtering skills,4,0,4
Q122,Identify the top three highest-grossing items,Tests complex SQL analysis capabilities,4,1,6
Q123,Write a query to obtain the number of users who made a purchase,Tests SQL aggregation and analysis skills,4,0,4
Q124,What is a database view,Tests fundamental database knowledge needed for role,3,1,5
Q125,Say you have a database system where most queries,Tests database optimization knowledge,3,1,5
Q126,What is a primary key,Tests basic database knowledge required for role,3,1,5
Q127,Describe some advantages and disadvantages of relational databases,Tests database architecture knowledge,4,1,6
Q128,Say you want to set up a MapReduce job,Tests distributed computing knowledge needed for role,4,0,4
Q129,Name one major similarity and difference between WHERE and HAVING,Tests SQL fundamentals required for role,3,1,5
Q130,Describe what a foreign key is,Tests basic database knowledge needed for role,3,1,5
Q131,Describe what a clustered index and a non-clustered index are,Tests database optimization knowledge,3,1,5
Q132,Write a query to obtain all existing users,Tests complex SQL analysis capabilities,4,0,4
Q133,Write a query to obtain active user retention,Tests advanced SQL analytics skills,4,0,4
Q134,Write a query that ranks users according to their total session,Tests SQL analysis and ranking skills,4,0,4
Q135,Write a query to obtain a breakdown of the time spent,Tests complex SQL analytics capabilities,4,0,4
Q136,Write a query to obtain the user session,Tests advanced SQL temporal analysis,4,0,4
Q137,Write a query to obtain the number and percentage,Tests SQL aggregation and calculation skills,4,0,4
Q138,Write a query to obtain the sum of the odd-numbered measurements,Tests complex SQL analytics capabilities,4,1,6
Q139,Write a query to obtain the percentage of users,Tests SQL analysis and calculation skills,4,0,4
Q140,Find the top 10 products that are most frequently bought together,Tests advanced SQL analytics capabilities,4,0,4
Q141,Write a query to obtain the number of reactivated users,Tests complex SQL temporal analysis,4,0,4
Q142,Write a query to obtain the year-on-year growth rate,Tests advanced SQL analytics capabilities,4,0,4
Q143,Write a query to obtain the account's rolling 7-day earnings,Tests complex SQL temporal analysis,4,0,4
Q144,How would you use MapReduce to find the number of mutual friends,Tests distributed computing knowledge,4,0,4
Q145,How would you design this and what trade-offs would you need,Tests system design and architecture skills,4,1,6
Q146,Given two arrays write a function to get the intersection,Tests basic algorithm implementation needed,3,0,3
Q147,Given an integer array return the maximum product,Tests algorithm implementation skills,3,0,3
Q148,Given a list of coordinates write a function to find,Tests algorithm and data structure skills,3,0,3
Q149,Say you have an n-by-n matrix of elements,Tests advanced algorithm implementation,3,0,3
Q150,Given an integer array find the sum of the largest contiguous subarray,Tests algorithm implementation skills,3,0,3
Q151,Given a binary tree write a function to determine whether the tree is a mirror image of itself,Basic algorithm question with minimal relevance to analytics/data processing,1,0,1
Q152,Given an array of positive integers a peak element is greater than its neighbors,Tests basic algorithmic skills but not directly relevant to analytics role,1,0,1
Q153,Given two lists X and Y return their correlation,Directly tests statistical analysis capabilities needed for analytics role,4,1,6
Q154,Given a binary tree write a function to determine the diameter of the tree,Basic data structure question not specific to analytics role,1,0,1
Q155,Given a target number generate a random sample of n integers that sum to that target,Tests statistical sampling and distribution knowledge relevant to analytics,3,0,3
Q156,You have the entire social graph of Facebook users with nodes representing users,Tests graph analysis but not directly relevant to data center analytics,2,0,2
Q157,Given two strings A and B write a function to return a list of all the start indices,Basic string manipulation without relevance to analytics role,1,0,1
Q158,You are given an array of intervals where each interval is represented by a start time,Tests algorithmic thinking but not specific to analytics needs,1,0,1
Q159,Given an array of strings return a list of lists where each list contains anagrams,Basic string processing without relevance to analytics role,1,0,1
Q160,Say that there are n people. If person A is friends with person B,Graph analysis question with some relevance to data processing,2,0,2
Q161,Given a linked list return the head of the same linked list but with k-th node,Basic data structure manipulation not relevant to analytics,1,0,1
Q162,Estimate π using a Monte Carlo method,Tests statistical simulation knowledge relevant for analytics role,3,1,5
Q163,Given a string with lowercase letters and left and right parentheses,String manipulation without relevance to analytics role,1,0,1
Q164,Given a list of one or more distinct integers write a function to generate permutations,Basic algorithmic question not specific to analytics,1,0,1
Q165,Given a list of several categories sample from the list according to weights,Tests probability and sampling relevant to analytics work,3,1,5
Q166,Given two arrays with integers return the maximum length of a common subarray,Basic array manipulation not relevant to analytics role,1,0,1
Q167,Given a list of positive integers return the maximum increasing subsequence sum,Algorithm question without direct relevance to analytics,1,0,1
Q168,Given a positive integer n find the smallest number of perfect squares,Mathematical problem not relevant to analytics role,1,0,1
Q169,Given an integer n and an integer k output combinations,Basic combinatorics without specific relevance to analytics,1,0,1
Q170,Given a string with left and right parentheses determine longest well-formed substring,String processing not relevant to analytics role,1,0,1
Q171,Given an m-by-n matrix with positive integers determine longest increasing path,Matrix traversal without analytics relevance,1,0,1
Q172,Given a number n return the number of lists of consecutive integers that sum to n,Mathematical problem not relevant to analytics role,1,0,1
Q173,Given a continuous stream of integers calculate the median at any time,Tests streaming analytics and statistical computation,4,1,6
Q174,Given an input string and a regex write a function that checks matches,String pattern matching without analytics relevance,1,0,1
Q175,A fire department wants to build a new fire station optimize location,Optimization problem relevant to analytics work,3,0,3
Q176,Imagine the social graphs for both Facebook and Twitter How do they differ,Tests understanding of data analysis and metrics,3,1,5
Q177,Why does surge pricing exist What metrics would you track,Analytics and metrics evaluation question,4,0,4
Q178,What factors might make A/B testing metrics on the Airbnb platform difficult,Tests experimental design and analytics knowledge,4,1,6
Q179,We currently pay Mozilla foundation 9 figures per year for Google search,Business analytics and ROI analysis question,4,0,4
Q180,Assume you were working on LinkedIns Feed What metrics would you use,Metrics and analytics evaluation question,4,0,4
Q181,Your team is trying to figure out whether a new rider app would increase rides,Tests A/B testing and experimental design knowledge,4,1,6
Q182,If you were to plot the average revenue per seller on Amazon,Data analysis and distribution understanding question,4,0,4
Q183,Besides posts Facebook is legally obligated to remove what others to take down,Content analysis without direct analytics relevance,2,0,2
Q184,The Amazon books team finds that books with more complete author profiles sell more,Tests data analysis and causation understanding,4,0,4
Q185,Lets say Snapchat saw an overall 5% decrease in daily active users,Data analysis and root cause investigation,4,1,6
Q186,Say you ship a new search ranking algorithm on Pinterest,Metrics and impact analysis question,4,0,4
Q187,Say a given category has less total watch time compared to others,Data analysis and segmentation question,4,0,4
Q188,Say you have data on millions of Apple customers and their purchases,Customer segmentation and analytics question,4,1,6
Q189,If 70% of Facebook users on iOS also use Instagram but only 50% on Android,Data analysis and hypothesis testing,4,0,4
Q190,How would you assess the stickiness of the Capital One Quicksilver credit card,Product analytics and metrics evaluation,4,0,4
Q191,Say you worked on YouTube Premium determining pricing for new countries,Market analysis and pricing analytics,4,0,4
Q192,Should Twitter add Facebook-style emoji reactions to tweets,Feature analysis without direct analytics focus,2,0,2
Q193,What metrics would you use to measure user engagement at Slack,Engagement metrics and analytics question,4,0,4
Q194,Say you wanted to estimate physical store sales for retail chain,Business analytics and prediction modeling,4,1,6
Q195,Assume that you are designing a system to recommend shows on Prime Video,Recommendation system design relevant to role,4,0,4
Q196,Assume that you are modeling the yearly revenue of new property,Predictive modeling and feature engineering,4,0,4
Q197,How would you build an algorithm to price products sold at Walmart,Pricing analytics and algorithm design,4,0,4
Q198,Assume that you want to help a hotel chain analyze social media sentiment,Text analytics and sentiment analysis,4,1,6
Q199,Suppose you are to build out Facebooks friend recommendation product,Recommendation system design question,4,0,4
Q200,Assume you are working on a loan approval model for small businesses,Model evaluation and metrics analysis,4,0,4
