Question ID,Question Text,Review,Score,Score Binary,Score Combined
Q94,Explain what information gain and entropy are in the context of a decision tree,"""Tests ML algorithm understanding,  essential for role""",4,0,4
Q95,What is L1 and L2 regularization? What are the differences between the two?,"""Tests ML optimization knowledge,  crucial for role""",4,1,6
Q96,Describe gradient descent and the motivations behind stochastic gradient descent,"""Tests optimization knowledge,  essential for role""",4,1,6
Q97,Assume we have a classifier that produces a score between 0 and 1 for the probability,"""Tests ML evaluation metrics understanding""",4,0,4
Q98,Say X is a univariate Gaussian random variable. What is the entropy of X?,"""Tests information theory knowledge,  relevant for role""",3,0,3
Q99,How would you build a model to calculate a customer's propensity to buy,"""Tests practical ML implementation and business understanding""",4,0,4
Q100,Compare and contrast Gaussian Naive Bayes (GNB) and logistic regression,"""Tests ML algorithm knowledge,  essential for role""",4,0,4
Q101,What loss function is used in k-means clustering...,Tests advanced statistical knowledge but limited direct application,2,0,2
Q102,Describe the kernel trick in SVMs...,Not directly aligned with core job responsibilities,2,0,2
Q103,Say we have N observations for some variable...,Tests statistical analysis capabilities relevant to role,3,0,3
Q104,Say we are using a Gaussian mixture model...,Relevant to fraud detection analytics,3,0,3
Q105,Walk me through how you'd build a model...,Directly tests business problem solving and modeling skills,4,1,6
Q106,Suppose you are running a linear regression...,Tests statistical knowledge but too theoretical,2,0,2
Q107,Describe the idea behind Principle Components Analysis...,Advanced statistical knowledge but too theoretical,2,1,4
Q108,Describe the model formulation behind logistic regression...,Tests modeling knowledge but too theoretical,2,0,2
Q109,How would you approach creating a music recommendation algorithm...,Excellent test of practical analytics application,4,0,4
Q110,Derive the variance-covariance matrix...,Too theoretical for practical role requirements,2,0,2
Q111,Assume you have the below events table...,Tests practical SQL skills for analytics,4,1,6
Q112,Assume you are given the tables below containing information...,Tests SQL join and aggregation skills,4,1,6
Q113,Assume that you are given the table below containing information...,Tests SQL analysis capabilities,3,1,5
Q114,Assume you are given the table below for spending activity...,Directly tests relevant SQL skills,4,1,6
Q115,Assume that you are given the table below containing information...,Tests complex SQL query capabilities,4,0,4
Q116,Assume you are given the table below containing information...,Tests relevant SQL analytics skills,4,0,4
Q117,Assume you are given the table below containing information...,Tests practical SQL analysis skills,4,0,4
Q118,Assume you are given the table below that shows...,Tests SQL deduplication skills,3,0,3
Q119,Assume you are given the table below on user transactions...,Tests SQL analytics capabilities,4,0,4
Q120,Assume you are given the table below containing information...,Tests advanced SQL analytics skills,4,1,6
Q121,Assume you are given the table below on transactions...,Tests SQL ranking capabilities,3,0,3
Q122,Assume you are given the table below containing information...,Tests complex SQL analysis skills,4,0,4
Q123,Assume you are given the below table on transactions...,Tests SQL aggregation skills,4,0,4
Q124,What is a database view?,Tests fundamental database knowledge,3,1,5
Q125,Say you have a database system...,Tests practical database optimization knowledge,4,1,6
Q126,What is a primary key?,Tests basic database concepts,3,0,3
Q127,Describe some advantages and disadvantages...,Tests database architecture knowledge,4,1,6
Q128,Say you want to set up a MapReduce job...,Tests distributed computing knowledge,3,0,3
Q129,Name one major similarity and difference...,Tests SQL fundamentals,3,0,3
Q130,Describe what a foreign key is...,Tests basic database concepts,3,0,3
Q131,Describe what a clustered index...,Tests database optimization knowledge,4,0,4
Q132,Assume you are given the two tables...,Tests complex SQL query skills,4,1,6
Q133,Assume you have the tables below...,Tests user analytics SQL skills,4,1,6
Q134,Assume you are given the tables below...,Tests advanced SQL analytics,4,0,4
Q135,Assume you are given the tables below...,Tests complex SQL analysis,4,0,4
Q136,Assume you are given the table below...,Tests advanced SQL capabilities,4,0,4
Q137,Assume you are given the table below...,Tests business metrics SQL skills,4,0,4
Q138,Assume you are given the table below...,Tests measurement analysis SQL skills,4,0,4
Q139,Assume you are given the two tables...,Tests conversion analysis SQL skills,4,0,4
Q140,Assume you are given the following tables...,Tests product analytics SQL skills,4,0,4
Q141,Assume you have the table given below...,Tests user analytics SQL skills,4,1,6
Q142,Assume you are given the table below...,Tests growth analysis SQL skills,4,0,4
Q143,Assume you are given the table below...,Tests financial analytics SQL skills,4,0,4
Q144,Say you had the entire Facebook social graph...,Tests distributed computing concepts,3,0,3
Q145,Assume you are tasked with designing...,Tests system design and scaling knowledge,4,1,6
Q146,Given two arrays write a function...,Tests basic programming skills,3,0,3
Q147,Given an integer array return...,Tests algorithm implementation skills,3,0,3
Q148,Given a list of coordinates...,Tests practical coding abilities,4,0,4
Q149,Say you have an n-by-n matrix...,Tests algorithm optimization skills,3,0,3
Q150,Given an integer array find...,Tests coding and optimization skills,3,0,3
Q151,Given a binary tree write a function to determine whether the tree is a mirror image of itself,Tests algorithmic skills but not directly relevant to data science role,1,0,1
Q152,Given an array of positive integers a peak element is greater than its neighbors,Basic algorithmic question not testing core data science skills,1,0,1
Q153,Given two lists X and Y return their correlation,Directly tests statistical knowledge and data analysis capabilities,4,1,6
Q154,Given a binary tree write a function to determine the diameter of the tree,Not relevant to data analysis or statistical modeling requirements,1,0,1
Q155,Given a target number generate a random sample of n integers that sum to that target,Tests statistical sampling and distribution understanding,3,0,3
Q156,You have the entire social graph of Facebook users with nodes representing users,Tests graph analysis but too specific to social networks,2,0,2
Q157,Given two strings A and B write a function to return a list of all the start indices,Not relevant to data science or analysis requirements,1,0,1
Q158,You are given an array of intervals where each interval is represented by a start time,Not aligned with core data science responsibilities,1,0,1
Q159,Given an array of strings return a list of lists where each list contains anagrams,Not relevant to data analysis or statistical work,1,0,1
Q160,Say that there are n people. If person A is friends with person B,Tests graph analysis capabilities relevant to data modeling,3,0,3
Q161,Given a linked list return the head of the same linked list but with k-th node,Not relevant to data science role requirements,1,0,1
Q162,Estimate π using a Monte Carlo method,Excellent test of statistical simulation and programming skills,4,0,4
Q163,Given a string with lowercase letters and left and right parentheses,Not relevant to data analysis requirements,1,0,1
Q164,Given a list of one or more distinct integers write a function to generate all permutations,Basic algorithmic question not testing core skills,1,0,1
Q165,Given a list of several categories sample from the list according to weights,Tests probability and sampling knowledge essential for role,4,0,4
Q166,Given two arrays with integers return the maximum length of a common subarray,Not relevant to data science core competencies,1,0,1
Q167,Given a list of positive integers return the maximum increasing subsequence sum,Not aligned with data analysis requirements,1,0,1
Q168,Given a positive integer n find the smallest number of perfect squares,Not relevant to data science role requirements,1,0,1
Q169,Given an integer n and an integer k output a list of all combinations,Basic programming question not testing core competencies,1,0,1
Q170,Given a string with left and right parentheses write a function to determine,Not relevant to data analysis requirements,1,0,1
Q171,Given an m-by-n matrix with positive integers determine the longest path,Not aligned with core data science responsibilities,1,0,1
Q172,Given a number n return the number of lists of consecutive positive integers,Not relevant to required skills,1,0,1
Q173,Given a continuous stream of integers write a class with functions,Tests real-time data processing and statistical analysis,3,1,5
Q174,Given an input string and a regex write a function that checks whether regex matches,Not relevant to data science requirements,1,0,1
Q175,A fire department wants to build a new fire station in a location,Tests optimization and analytical problem solving,3,0,3
Q176,Imagine the social graphs for both Facebook and Twitter,Tests analytical thinking and metrics definition skills,4,1,6
Q177,Why does surge pricing exist? What metrics would you track,Excellent test of business analytics and metrics definition,4,1,6
Q178,What factors might make A/B testing metrics on the Airbnb platform difficult,Tests experimental design and statistical analysis knowledge,4,1,6
Q179,We currently pay the Mozilla foundation 9 figures per year,Tests business analysis and quantitative decision making,4,1,6
Q180,Assume you were working on LinkedIn's Feed. What metrics would you use,Tests metrics definition and product analysis skills,4,1,6
Q181,Your team is trying to figure out whether a new rider app with extra UI features,Tests A/B testing and experimental design knowledge,4,1,6
Q182,If you were to plot the average revenue per seller on the Amazon marketplace,Tests statistical distribution understanding and business analysis,4,1,6
Q183,Besides posts Facebook is legally obligated to remove what other types,Tests data-driven decision making and feature analysis,3,0,3
Q184,The Amazon books team finds that books with more complete author profiles sell more,Tests causal analysis and experimental interpretation,4,1,6
Q185,Let's say Snapchat saw an overall 5% decrease in daily active users,Tests root cause analysis and metrics investigation,4,1,6
Q186,Say you ship a new search ranking algorithm on Pinterest,Tests metrics definition and impact analysis skills,4,0,4
Q187,Say a given category such as sci-fi TV shows has less total watch time,Tests analytical problem solving and metrics analysis,4,0,4
Q188,Say you have data on millions of Apple customers and their purchases,Tests customer segmentation and analytical techniques,4,0,4
Q189,If 70% of Facebook users on iOS also use Instagram but only 50% of Facebook users,Tests data analysis and hypothesis formation,4,1,6
Q190,How would you assess the stickiness of the Capital One Quicksilver credit card,Tests product metrics and user behavior analysis,4,0,4
Q191,Say you worked on YouTube Premium which is an ad-free version of YouTube,Tests pricing strategy and market analysis,4,0,4
Q192,Should Twitter add Facebook-style emoji reactions to tweets,Tests product analysis and metrics definition,3,0,3
Q193,What metrics would you use to measure user engagement at Slack,Tests metrics definition and engagement analysis,4,1,6
Q194,Say you wanted to estimate the physical store sales for a publicly traded retail chain,Tests predictive modeling and data analysis,4,0,4
Q195,Assume that you are designing a system whose purpose is to recommend shows,Tests recommendation systems and data modeling,4,0,4
Q196,Assume that you are modeling the yearly revenue of new property being listed,Tests feature engineering and predictive modeling,4,0,4
Q197,How would you build an algorithm to price products sold physically at Walmart stores,Tests pricing algorithms and business analysis,4,0,4
Q198,Assume that you want to help a major hotel chain analyze what people say,Tests text analysis and business insights extraction,4,0,4
Q199,Suppose you are to build out Facebook's friend recommendation product,Tests recommendation systems and feature engineering,4,0,4
Q200,Assume you are working on a loan approval model for small businesses,Tests model evaluation and business metrics analysis,4,0,4
